ECONOMETRICA,0012-9682,1468-0262,STATISTICS & PROBABILITY - SCIE,Q1,1
Journal of Statistical Software,1548-7660,1548-7660,STATISTICS & PROBABILITY - SCIE,Q1,2
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,1369-7412,1467-9868,STATISTICS & PROBABILITY - SCIE,Q1,3
Annual Review of Statistics and Its Application,2326-8298,2326-831X,STATISTICS & PROBABILITY - SCIE,Q1,4
ANNALS OF STATISTICS,0090-5364,N/A,STATISTICS & PROBABILITY - SCIE,Q1,5
JOURNAL OF BUSINESS & ECONOMIC STATISTICS,0735-0015,1537-2707,STATISTICS & PROBABILITY - SCIE,Q1,6
R Journal,2073-4859,N/A,STATISTICS & PROBABILITY - SCIE,Q1,7
Econometrics Journal,1368-4221,1368-423X,STATISTICS & PROBABILITY - SCIE,Q1,8
JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0162-1459,1537-274X,STATISTICS & PROBABILITY - SCIE,Q1,9
STATISTICAL SCIENCE,0883-4237,2168-8745,STATISTICS & PROBABILITY - SCIE,Q1,10
AMERICAN STATISTICIAN,0003-1305,1537-2731,STATISTICS & PROBABILITY - SCIE,Q1,11
Stata Journal,1536-867X,1536-8734,STATISTICS & PROBABILITY - SCIE,Q1,12
BIOMETRIKA,0006-3444,1464-3510,STATISTICS & PROBABILITY - SCIE,Q1,13
BIOSTATISTICS,1465-4644,1468-4357,STATISTICS & PROBABILITY - SCIE,Q1,14
ANNALS OF PROBABILITY,0091-1798,N/A,STATISTICS & PROBABILITY - SCIE,Q1,15
PROBABILITY THEORY AND RELATED FIELDS,0178-8051,1432-2064,STATISTICS & PROBABILITY - SCIE,Q1,16
Bayesian Analysis,1931-6690,1936-0975,STATISTICS & PROBABILITY - SCIE,Q1,17
MULTIVARIATE BEHAVIORAL RESEARCH,0027-3171,1532-7906,STATISTICS & PROBABILITY - SCIE,Q1,18
JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,1061-8600,1537-2715,STATISTICS & PROBABILITY - SCIE,Q1,19
STATISTICS AND COMPUTING,0960-3174,1573-1375,STATISTICS & PROBABILITY - SCIE,Q1,20
ECONOMETRIC THEORY,0266-4666,1469-4360,STATISTICS & PROBABILITY - SCIE,Q1,21
ANNALS OF APPLIED PROBABILITY,1050-5164,N/A,STATISTICS & PROBABILITY - SCIE,Q1,22
Annals of Applied Statistics,1932-6157,1941-7330,STATISTICS & PROBABILITY - SCIE,Q1,23
BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,0007-1102,2044-8317,STATISTICS & PROBABILITY - SCIE,Q1,24
TECHNOMETRICS,0040-1706,1537-2723,STATISTICS & PROBABILITY - SCIE,Q1,25
INTERNATIONAL STATISTICAL REVIEW,0306-7734,1751-5823,STATISTICS & PROBABILITY - SCIE,Q1,26
Wiley Interdisciplinary Reviews-Computational Statistics,1939-0068,1939-0068,STATISTICS & PROBABILITY - SCIE,Q1,27
BERNOULLI,1350-7265,1573-9759,STATISTICS & PROBABILITY - SCIE,Q1,28
STATISTICS IN MEDICINE,0277-6715,1097-0258,STATISTICS & PROBABILITY - SCIE,Q1,29
FINANCE AND STOCHASTICS,0949-2984,1432-1122,STATISTICS & PROBABILITY - SCIE,Q1,30
ANNALES DE L INSTITUT HENRI POINCARE-PROBABILITES ET STATISTIQUES,0246-0203,N/A,STATISTICS & PROBABILITY - SCIE,Q1,31
TEST,1133-0686,1863-8260,STATISTICS & PROBABILITY - SCIE,Q2,1
BIOMETRICS,0006-341X,1541-0420,STATISTICS & PROBABILITY - SCIE,Q2,2
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,0964-1998,1467-985X,STATISTICS & PROBABILITY - SCIE,Q2,3
Electronic Journal of Statistics,1935-7524,1935-7524,STATISTICS & PROBABILITY - SCIE,Q2,4
STATISTICAL METHODS IN MEDICAL RESEARCH,0962-2802,1477-0334,STATISTICS & PROBABILITY - SCIE,Q2,5
Stat,2049-1573,2049-1573,STATISTICS & PROBABILITY - SCIE,Q2,6
International Journal of Biostatistics,2194-573X,1557-4679,STATISTICS & PROBABILITY - SCIE,Q2,7
ELECTRONIC JOURNAL OF PROBABILITY,1083-6489,1083-6489,STATISTICS & PROBABILITY - SCIE,Q2,8
STATISTICA SINICA,1017-0405,1996-8507,STATISTICS & PROBABILITY - SCIE,Q2,9
COMBINATORICS PROBABILITY & COMPUTING,0963-5483,1469-2163,STATISTICS & PROBABILITY - SCIE,Q2,10
Stochastics and Partial Differential Equations-Analysis and Computations,2194-0401,2194-041X,STATISTICS & PROBABILITY - SCIE,Q2,11
OXFORD BULLETIN OF ECONOMICS AND STATISTICS,0305-9049,1468-0084,STATISTICS & PROBABILITY - SCIE,Q2,12
Random Matrices-Theory and Applications,2010-3263,2010-3271,STATISTICS & PROBABILITY - SCIE,Q2,13
STOCHASTIC PROCESSES AND THEIR APPLICATIONS,0304-4149,1879-209X,STATISTICS & PROBABILITY - SCIE,Q2,14
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,0035-9254,1467-9876,STATISTICS & PROBABILITY - SCIE,Q2,15
JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,1085-7117,1537-2693,STATISTICS & PROBABILITY - SCIE,Q2,16
BIOMETRICAL JOURNAL,0323-3847,1521-4036,STATISTICS & PROBABILITY - SCIE,Q2,17
SCANDINAVIAN JOURNAL OF STATISTICS,0303-6898,1467-9469,STATISTICS & PROBABILITY - SCIE,Q2,18
COMPUTATIONAL STATISTICS & DATA ANALYSIS,0167-9473,1872-7352,STATISTICS & PROBABILITY - SCIE,Q2,19
LIFETIME DATA ANALYSIS,1380-7870,1572-9249,STATISTICS & PROBABILITY - SCIE,Q2,20
Econometric Reviews,0747-4938,1532-4168,STATISTICS & PROBABILITY - SCIE,Q2,21
JOURNAL OF MULTIVARIATE ANALYSIS,0047-259X,N/A,STATISTICS & PROBABILITY - SCIE,Q2,22
PHARMACEUTICAL STATISTICS,1539-1604,1539-1612,STATISTICS & PROBABILITY - SCIE,Q2,23
JOURNAL OF TIME SERIES ANALYSIS,0143-9782,1467-9892,STATISTICS & PROBABILITY - SCIE,Q2,24
JOURNAL OF QUALITY TECHNOLOGY,0022-4065,2575-6230,STATISTICS & PROBABILITY - SCIE,Q2,25
Spatial Statistics,2211-6753,N/A,STATISTICS & PROBABILITY - SCIE,Q2,26
STATISTICAL MODELLING,1471-082X,1477-0342,STATISTICS & PROBABILITY - SCIE,Q2,27
Astin Bulletin-The Journal of the International Actuarial Association,0515-0361,1783-1350,STATISTICS & PROBABILITY - SCIE,Q2,28
Extremes,1386-1999,1572-915X,STATISTICS & PROBABILITY - SCIE,Q2,29
Advances in Data Analysis and Classification,1862-5347,1862-5355,STATISTICS & PROBABILITY - SCIE,Q2,30
ENVIRONMETRICS,1180-4009,1099-095X,STATISTICS & PROBABILITY - SCIE,Q2,31
ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS,0020-3157,1572-9052,STATISTICS & PROBABILITY - SCIE,Q3,1
PROBABILISTIC ENGINEERING MECHANICS,0266-8920,1878-4275,STATISTICS & PROBABILITY - SCIE,Q3,2
ELECTRONIC COMMUNICATIONS IN PROBABILITY,N/A,1083-589X,STATISTICS & PROBABILITY - SCIE,Q3,3
STATISTICS,0233-1888,1029-4910,STATISTICS & PROBABILITY - SCIE,Q3,4
IEEE-ACM Transactions on Computational Biology and Bioinformatics,1545-5963,1557-9964,STATISTICS & PROBABILITY - SCIE,Q3,5
CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,0319-5724,1708-945X,STATISTICS & PROBABILITY - SCIE,Q3,6
Scandinavian Actuarial Journal,0346-1238,1651-2030,STATISTICS & PROBABILITY - SCIE,Q3,7
ALEA-Latin American Journal of Probability and Mathematical Statistics,1980-0436,N/A,STATISTICS & PROBABILITY - SCIE,Q3,8
ADVANCES IN APPLIED PROBABILITY,0001-8678,1475-6064,STATISTICS & PROBABILITY - SCIE,Q3,9
AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,1369-1473,1467-842X,STATISTICS & PROBABILITY - SCIE,Q3,10
INSURANCE MATHEMATICS & ECONOMICS,0167-6687,1873-5959,STATISTICS & PROBABILITY - SCIE,Q3,11
FUZZY SETS AND SYSTEMS,0165-0114,1872-6801,STATISTICS & PROBABILITY - SCIE,Q3,12
Journal of Statistical Planning and Inference,0378-3758,1873-1171,STATISTICS & PROBABILITY - SCIE,Q3,13
JOURNAL OF APPLIED PROBABILITY,0021-9002,1475-6072,STATISTICS & PROBABILITY - SCIE,Q3,14
Statistics in Biopharmaceutical Research,1946-6315,1946-6315,STATISTICS & PROBABILITY - SCIE,Q3,15
AStA-Advances in Statistical Analysis,1863-8171,1863-818X,STATISTICS & PROBABILITY - SCIE,Q3,16
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,0169-7439,1873-3239,STATISTICS & PROBABILITY - SCIE,Q3,17
Statistical Analysis and Data Mining,1932-1864,1932-1872,STATISTICS & PROBABILITY - SCIE,Q3,18
JOURNAL OF NONPARAMETRIC STATISTICS,1048-5252,1029-0311,STATISTICS & PROBABILITY - SCIE,Q3,19
JOURNAL OF THEORETICAL PROBABILITY,0894-9840,1572-9230,STATISTICS & PROBABILITY - SCIE,Q3,20
SORT-Statistics and Operations Research Transactions,1696-2281,2013-8830,STATISTICS & PROBABILITY - SCIE,Q3,21
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,1436-3240,1436-3259,STATISTICS & PROBABILITY - SCIE,Q3,22
ESAIM-Probability and Statistics,1292-8100,1262-3318,STATISTICS & PROBABILITY - SCIE,Q3,23
Stochastics and Dynamics,0219-4937,1793-6799,STATISTICS & PROBABILITY - SCIE,Q3,24
STATISTICAL PAPERS,0932-5026,1613-9798,STATISTICS & PROBABILITY - SCIE,Q3,25
Journal of Biopharmaceutical Statistics,1054-3406,1520-5711,STATISTICS & PROBABILITY - SCIE,Q3,26
STATISTICA NEERLANDICA,0039-0402,1467-9574,STATISTICS & PROBABILITY - SCIE,Q3,27
METRIKA,0026-1335,1435-926X,STATISTICS & PROBABILITY - SCIE,Q3,28
Quality Engineering,0898-2112,1532-4222,STATISTICS & PROBABILITY - SCIE,Q3,29
Journal of Official Statistics,0282-423X,2001-7367,STATISTICS & PROBABILITY - SCIE,Q3,30
COMPUTATIONAL STATISTICS,0943-4062,1613-9658,STATISTICS & PROBABILITY - SCIE,Q3,31
APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,1524-1904,1526-4025,STATISTICS & PROBABILITY - SCIE,Q4,1
Quality Technology and Quantitative Management,1684-3703,1811-4857,STATISTICS & PROBABILITY - SCIE,Q4,2
JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,0094-9655,1563-5163,STATISTICS & PROBABILITY - SCIE,Q4,3
JOURNAL OF COMPUTATIONAL BIOLOGY,1066-5277,1557-8666,STATISTICS & PROBABILITY - SCIE,Q4,4
Stochastics-An International Journal of Probability and Stochastic Processes,1744-2508,1744-2516,STATISTICS & PROBABILITY - SCIE,Q4,5
Survey Methodology,0714-0045,N/A,STATISTICS & PROBABILITY - SCIE,Q4,6
Statistical Methods and Applications,1618-2510,1613-981X,STATISTICS & PROBABILITY - SCIE,Q4,7
ENVIRONMENTAL AND ECOLOGICAL STATISTICS,1352-8505,1573-3009,STATISTICS & PROBABILITY - SCIE,Q4,8
JOURNAL OF APPLIED STATISTICS,0266-4763,1360-0532,STATISTICS & PROBABILITY - SCIE,Q4,9
STOCHASTIC ANALYSIS AND APPLICATIONS,0736-2994,1532-9356,STATISTICS & PROBABILITY - SCIE,Q4,10
STATISTICS & PROBABILITY LETTERS,0167-7152,1879-2103,STATISTICS & PROBABILITY - SCIE,Q4,11
Brazilian Journal of Probability and Statistics,0103-0752,0103-0752,STATISTICS & PROBABILITY - SCIE,Q4,12
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,0269-9648,1469-8951,STATISTICS & PROBABILITY - SCIE,Q4,13
Journal of the Korean Statistical Society,1226-3192,2005-2863,STATISTICS & PROBABILITY - SCIE,Q4,14
JOURNAL OF CHEMOMETRICS,0886-9383,1099-128X,STATISTICS & PROBABILITY - SCIE,Q4,15
INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,0219-0257,1793-6306,STATISTICS & PROBABILITY - SCIE,Q4,16
METHODOLOGY AND COMPUTING IN APPLIED PROBABILITY,1387-5841,1573-7713,STATISTICS & PROBABILITY - SCIE,Q4,17
OPEN SYSTEMS & INFORMATION DYNAMICS,1230-1612,1793-7191,STATISTICS & PROBABILITY - SCIE,Q4,18
INTERNATIONAL JOURNAL OF GAME THEORY,0020-7276,1432-1270,STATISTICS & PROBABILITY - SCIE,Q4,19
Markov Processes and Related Fields,1024-2953,1024-2953,STATISTICS & PROBABILITY - SCIE,Q4,20
Probability and Mathematical Statistics-Poland,0208-4147,N/A,STATISTICS & PROBABILITY - SCIE,Q4,21
Statistical Applications in Genetics and Molecular Biology,2194-6302,1544-6115,STATISTICS & PROBABILITY - SCIE,Q4,22
THEORY OF PROBABILITY AND ITS APPLICATIONS,0040-585X,1095-7219,STATISTICS & PROBABILITY - SCIE,Q4,23
REVSTAT-Statistical Journal,1645-6726,2183-0371,STATISTICS & PROBABILITY - SCIE,Q4,24
LAW PROBABILITY & RISK,1470-8396,1470-840X,STATISTICS & PROBABILITY - SCIE,Q4,25
COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,0361-0918,1532-4141,STATISTICS & PROBABILITY - SCIE,Q4,26
STOCHASTIC MODELS,1532-6349,1532-4214,STATISTICS & PROBABILITY - SCIE,Q4,27
Hacettepe Journal of Mathematics and Statistics,N/A,2651-477X,STATISTICS & PROBABILITY - SCIE,Q4,28
Sequential Analysis-Design Methods and Applications,0747-4946,1532-4176,STATISTICS & PROBABILITY - SCIE,Q4,29
COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,0361-0926,1532-415X,STATISTICS & PROBABILITY - SCIE,Q4,30
Mathematical Population Studies,0889-8480,1547-724X,STATISTICS & PROBABILITY - SCIE,Q4,31
Journal of Survey Statistics and Methodology,2325-0984,2325-0992,STATISTICS & PROBABILITY - SCIE,N/A,1
